***All slide window sequence number prediction probability***
Number	annotation	Promoter	Promoter probability
1723	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:21-321	No	0.109296
1724	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:22-322	No	0.0586818
1725	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:23-323	No	0.00796272
1726	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:24-324	No	0.0211725
1727	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:25-325	No	0.0205337
1728	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:26-326	No	0.0111623
1729	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:27-327	No	0.00305392
1730	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:28-328	No	0.005191
1731	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:29-329	No	0.00315749
1732	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:30-330	No	0.0271336
1733	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:31-331	No	0.0153433
1734	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:32-332	No	0.0869635
1735	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:33-333	No	0.0250997
1736	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:34-334	No	0.0338134
1737	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:35-335	No	0.0317358
1738	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:36-336	No	0.00635234
1739	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:37-337	No	0.0119575
1740	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:38-338	No	0.0432772
1741	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:39-339	No	0.0204899
1742	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:40-340	No	0.0228102
1743	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:41-341	No	0.0082828
1744	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:42-342	No	0.0315694
1745	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:43-343	No	0.0786564
1746	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:44-344	No	0.223617
1747	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:45-345	No	0.13492
1748	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:46-346	No	0.0240482
1749	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:47-347	No	0.088689
1750	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:48-348	No	0.372292
1751	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:49-349	No	0.115632
1752	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:50-350	No	0.0063901
1753	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:51-351	No	0.0116136
1754	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:52-352	No	0.00570581
1755	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:53-353	No	0.140624
1756	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:54-354	No	0.0703145
1757	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:55-355	No	0.0498907
1758	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:56-356	No	0.153975
1759	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:57-357	No	0.0302533
1760	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:58-358	No	0.0145087
1761	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:59-359	No	7.05801e-006
1762	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:60-360	No	0.00435191
1763	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:61-361	No	0.00576096
1764	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:62-362	No	0.0136697
1765	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:63-363	No	0.0025397
1766	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:64-364	No	0.00816523
1767	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:65-365	No	0.00322108
1768	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:66-366	No	0.022532
1769	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:67-367	No	0.0354693
1770	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:68-368	No	0.155445
1771	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:69-369	No	0.0211416
1772	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:70-370	No	0.00487136
1773	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:71-371	No	1.96944e-006
1774	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:72-372	No	1.15099e-006
1775	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:73-373	No	1.15391e-005
1776	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:74-374	No	2.9082e-006
1777	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:75-375	No	0.0184255
1778	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:76-376	No	0.00777477
1779	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:77-377	No	0.0033079
1780	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:78-378	No	6.64924e-006
1781	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:79-379	No	3.23348e-006
1782	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:80-380	No	6.41986e-006
1783	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:81-381	No	0.0189476
1784	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:82-382	No	0.0370908
1785	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:83-383	No	0.402935
1786	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:84-384	Yes	0.505994
1787	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:85-385	No	0.0902138
1788	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:86-386	No	0.00924483
1789	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:87-387	No	1.17642e-005
1790	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:88-388	No	1.17513e-006
1791	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:89-389	No	0.00762195
1792	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:90-390	No	0.00907442
1793	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:91-391	No	0.0106699
1794	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:92-392	No	0.0117828
1795	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:93-393	No	0.00874669
1796	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:94-394	No	0.0169846
1797	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:95-395	No	0.0158778
1798	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:96-396	No	0.0394294
1799	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:97-397	No	0.00261167
1800	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:98-398	No	0.00337763
1801	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:99-399	No	1.84285e-005
1802	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:100-400	No	0.00492975
1803	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:101-401	No	0.0117738
1804	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:102-402	No	0.0160929
1805	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:103-403	No	9.70239e-006
1806	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:104-404	No	4.66759e-006
1807	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:105-405	No	0.00759988
1808	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:106-406	No	0.0257645
1809	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:107-407	No	0.00338626
1810	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:108-408	No	0.0245553
1811	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:109-409	No	0.205176
1812	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:110-410	No	0.400659
1813	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:111-411	No	0.144829
1814	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:112-412	No	0.0228883
1815	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:113-413	No	0.017556
1816	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:114-414	No	0.00524969
1817	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:115-415	No	1.50093e-006
1818	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:116-416	No	1.79547e-006
1819	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:117-417	No	0.00526496
1820	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:118-418	No	0.018997
1821	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:119-419	No	0.00401357
1822	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:120-420	No	0.0182783
1823	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:121-421	No	0.0131146
1824	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:122-422	No	0.0768766
1825	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:123-423	No	0.0151633
1826	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:124-424	No	0.0239726
1827	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:125-425	No	0.0350041
1828	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:126-426	No	0.00850981
1829	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:127-427	No	0.00340746
1830	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:128-428	No	0.009607
1831	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:129-429	No	0.0377136
1832	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:130-430	No	0.0311317
1833	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:131-431	No	0.0177638
1834	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:132-432	No	0.0722465
1835	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:133-433	No	0.0436545
1836	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:134-434	No	0.0589741
1837	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:135-435	No	0.0801519
1838	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:136-436	No	0.0859484
1839	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:137-437	No	7.02504e-006
1840	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:138-438	No	0.0100491
1841	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:139-439	No	0.0402911
1842	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:140-440	No	0.0694811
1843	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:141-441	No	0.0744486
1844	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:142-442	No	0.00946494
1845	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:143-443	No	0.0418754
1846	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:144-444	No	0.0548768
1847	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:145-445	No	0.010126
1848	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:146-446	No	0.0723404
1849	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:147-447	No	0.0532365
1850	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:148-448	No	0.0392261
1851	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:149-449	No	0.0126397
1852	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:150-450	No	0.117237
1853	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:151-451	No	0.0797949
1854	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:152-452	No	0.225855
1855	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:153-453	No	0.046474
1856	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:154-454	No	0.0843485
1857	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:155-455	No	0.144478
1858	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:156-456	No	0.118828
1859	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:157-457	No	0.176833
1860	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:158-458	No	0.393032
1861	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:159-459	No	0.162943
1862	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:160-460	No	0.0439401
1863	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:161-461	No	0.0297433
1864	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:162-462	No	0.0582622
1865	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:163-463	No	0.0553554
1866	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:164-464	No	0.0746775
1867	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:165-465	No	0.0274268
1868	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:166-466	No	0.0214295
1869	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:167-467	No	0.306098
1870	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:168-468	No	0.020068
1871	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:169-469	No	0.0492138
1872	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:170-470	No	0.0631673
1873	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:171-471	No	0.00727023
1874	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:172-472	No	0.100449
1875	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:173-473	No	0.00870154
1876	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:174-474	No	0.0191812
1877	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:175-475	No	0.0263104
1878	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:176-476	No	0.0289108
1879	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:177-477	No	0.0120354
1880	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:178-478	No	0.184527
1881	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:179-479	No	0.0866158
1882	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:180-480	No	0.218589
1883	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:181-481	No	0.018291
1884	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:182-482	No	0.00808008
1885	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:183-483	No	0.0275032
1886	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:184-484	No	0.0347125
1887	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:185-485	No	6.93707e-006
1888	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:186-486	No	0.0840217
1889	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:187-487	No	0.102556
1890	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:188-488	No	0.0543513
1891	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:189-489	No	0.103058
1892	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:190-490	No	0.0722117
1893	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:191-491	No	0.0678869
1894	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:192-492	No	0.260922
1895	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:193-493	No	0.098415
1896	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:194-494	No	0.287246
1897	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:195-495	No	0.291626
1898	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:196-496	No	0.152376
1899	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:197-497	No	0.0736988
1900	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:198-498	No	0.0907317
1901	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:199-499	No	0.0701057
1902	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:200-500	No	0.0257589
1903	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:201-501	No	0.207429
1904	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:202-502	No	0.406443
1905	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:203-503	No	0.393261
1906	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:204-504	No	0.0623517
1907	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:205-505	No	0.109485
1908	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:206-506	Yes	0.689836
1909	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:207-507	No	0.21121
1910	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:208-508	No	0.149175
1911	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:209-509	No	0.0455651
1912	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:210-510	No	0.0791945
1913	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:211-511	Yes	0.525302
1914	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:212-512	No	0.306856
1915	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:213-513	No	0.29242
1916	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:214-514	Yes	0.96912
1917	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:215-515	Yes	0.983677
1918	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:216-516	Yes	0.91009
1919	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:217-517	No	0.172238
1920	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:218-518	No	0.067735
1921	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:219-519	No	0.0441544
1922	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:220-520	No	0.0278395
1923	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:221-521	No	0.0475555
1924	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:222-522	No	0.0740612
1925	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:223-523	No	0.00371537
1926	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:224-524	No	0.0274779
1927	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:225-525	No	0.191404
1928	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:226-526	Yes	0.525178
1929	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:227-527	No	0.152728
1930	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:228-528	No	0.144879
1931	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:229-529	No	0.00822127
1932	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:230-530	No	0.440338
1933	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:231-531	No	0.0461396
1934	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:232-532	No	0.145865
1935	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:233-533	No	0.0082851
1936	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:234-534	No	0.0631157
1937	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:235-535	No	0.0841372
1938	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:236-536	No	0.133359
1939	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:237-537	No	0.0531566
1940	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:238-538	No	0.0881744
1941	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:239-539	No	0.057025
1942	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:240-540	No	0.0383671
1943	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:241-541	No	0.334193
1944	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:242-542	No	0.211477
1945	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:243-543	Yes	0.586399
1946	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:244-544	No	0.137437
1947	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:245-545	No	0.0874947
1948	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:246-546	No	0.160286
1949	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:247-547	No	0.0289623
1950	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:248-548	No	0.0271716
1951	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:249-549	No	0.00285132
1952	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:250-550	No	0.016953
1953	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:251-551	Yes	0.515301
1954	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:252-552	No	0.0184647
1955	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:253-553	No	0.0050691
1956	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:254-554	No	0.0370821
1957	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:255-555	No	0.0354924
1958	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:256-556	No	1.17512e-006
1959	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:257-557	No	0.100249
1960	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:258-558	No	0.360467
1961	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:259-559	No	0.276537
1962	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:260-560	No	0.403536
1963	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:261-561	No	0.0296749
1964	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:262-562	No	0.00719389
1965	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:263-563	No	0.0239703
1966	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:264-564	No	0.122792
1967	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:265-565	No	0.0185556
1968	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:266-566	No	0.0780972
1969	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:267-567	No	0.063826
1970	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:268-568	No	0.00706733
1971	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:269-569	No	0.21466
1972	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:270-570	No	0.202455
1973	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:271-571	No	0.0232565
1974	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:272-572	No	0.0151933
1975	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:273-573	No	0.0505387
1976	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:274-574	No	0.0522067
1977	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:275-575	No	0.0649178
1978	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:276-576	No	0.483313
1979	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:277-577	No	0.345602
1980	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:278-578	No	0.444017
1981	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:279-579	No	0.0795785
1982	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:280-580	No	0.126186
1983	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:281-581	No	0.138503
1984	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:282-582	No	0.216056
1985	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:283-583	No	0.137912
1986	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:284-584	No	0.205827
1987	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:285-585	No	0.249387
1988	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:286-586	No	0.176766
1989	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:287-587	No	0.0494557
1990	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:288-588	No	0.34079
1991	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:289-589	No	0.00887064
1992	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:290-590	No	0.473747
1993	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:291-591	No	0.426524
1994	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:292-592	Yes	0.52563
1995	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:293-593	No	0.0369782
1996	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:294-594	No	0.182939
1997	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:295-595	No	0.00838099
1998	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:296-596	No	0.436097
1999	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:297-597	No	0.270888
2000	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:298-598	No	0.384043
2001	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:299-599	No	0.0322987
2002	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:300-600	No	0.0230629
2003	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:301-601	No	0.0826979
2004	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:302-602	No	0.107982
2005	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:303-603	No	0.0514936
2006	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:304-604	No	0.0208683
2007	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:305-605	No	0.0161966
2008	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:306-606	No	0.0488189
2009	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:307-607	No	0.0317775
2010	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:308-608	No	0.00586108
2011	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:309-609	No	0.127792
2012	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:310-610	No	0.148725
2013	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:311-611	No	1.03152e-005
2014	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:312-612	No	0.0185783
2015	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:313-613	No	0.0497562
2016	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:314-614	No	0.109752
2017	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:315-615	No	0.0769302
2018	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:316-616	No	0.198215
2019	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:317-617	No	0.212003
2020	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:318-618	No	0.344241
2021	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:319-619	Yes	0.897675
2022	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:320-620	Yes	0.744965
2023	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:321-621	No	0.0526597
2024	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:322-622	No	0.0025745
2025	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:323-623	No	0.0789989
2026	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:324-624	No	0.0395506
2027	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:325-625	No	0.0633631
2028	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:326-626	No	0.0930785
2029	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:327-627	No	0.0208855
2030	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:328-628	No	0.0483021
2031	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:329-629	Yes	0.711823
2032	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:330-630	No	0.371693
2033	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:331-631	No	0.373085
